medidor,mes_dt,criterio,valor,kwh,kwh_prev
143.1..1556,2025-04-01,cambio_abrupto,-1.0,0.0,1.0
143.1.1556,2025-04-01,cambio_abrupto,-0.6559633027522935,75.0,218.0
143.3..1555,2025-04-01,cambio_abrupto,-0.7305699481865285,52.0,193.0
143.4,2025-04-01,robust_z,5.181315379615663,256.0,165.0
143.4.1553,2025-04-01,cambio_abrupto,-0.6954813359528488,155.0,509.0
143.6945.1,2025-04-01,cambio_abrupto,-1.0,0.0,2.0
144.10,2025-04-01,cambio_abrupto,-0.6955128205128205,95.0,312.0
144.1032.7,2025-04-01,cambio_abrupto,-0.5014577259475219,171.0,343.0
144.1039.2,2025-04-01,cambio_abrupto,-0.6325301204819277,61.0,166.0
144.1327.3,2025-04-01,cambio_abrupto,-0.5,4.0,8.0
144.1328.4,2025-04-01,cambio_abrupto,-0.6,6.0,15.0
144.4,2025-04-01,cambio_abrupto,-0.5643564356435643,44.0,101.0
144.5,2025-04-01,robust_z,16.83294330172025,335.0,401.0
146..1551,2025-04-01,cambio_abrupto,-0.5146198830409356,166.0,342.0
146.3,2025-04-01,cambio_abrupto,-0.5661290322580645,269.0,620.0
146.5,2025-04-01,cambio_abrupto,-0.6617336152219874,160.0,473.0
146.7,2025-04-01,cambio_abrupto,-0.5032786885245901,303.0,610.0
15.22.1,2025-04-01,robust_z,-4.537483291024368,145.0,94.0
15.3224..10,2025-04-01,cambio_abrupto,-0.553030303030303,59.0,132.0
150.2.1,2025-04-01,cambio_abrupto,-0.5,3.0,6.0
150.6.1184.5,2025-04-01,cambio_abrupto,-0.5396825396825397,145.0,315.0
150.7,2025-04-01,cambio_abrupto,-0.563265306122449,107.0,245.0
150.7.1,2025-04-01,cambio_abrupto,-0.5703125,110.0,256.0
151.3.1,2025-04-01,cambio_abrupto,-0.50390625,127.0,256.0
151.4,2025-04-01,cambio_abrupto,5.333333333333333,19.0,3.0
152.11,2025-04-01,robust_z,6.1467742797584055,268.0,371.0
152.944.6,2025-04-01,robust_z,4.046944556859571,167.0,60.0
153.11.1.924,2025-04-01,cambio_abrupto,-0.5371900826446281,56.0,121.0
153.5,2025-04-01,cambio_abrupto,-0.5592592592592592,119.0,270.0
153.8,2025-04-01,cambio_abrupto,-0.6781609195402298,56.0,174.0
153.930,2025-04-01,cambio_abrupto,-0.6998892580287929,271.0,903.0
154.13,2025-04-01,cambio_abrupto,-1.0,0.0,1.0
154.4.2,2025-04-01,cambio_abrupto,-0.5578231292517006,130.0,294.0
154.7.1,2025-04-01,cambio_abrupto,-0.5868544600938967,88.0,213.0
154.8,2025-04-01,robust_z,4.046944556859572,12.0,14.0
155.1,2025-04-01,cambio_abrupto,-0.5139664804469274,87.0,179.0
155.1.1,2025-04-01,cambio_abrupto,-0.6637168141592921,114.0,339.0
155.10.1,2025-04-01,cambio_abrupto,16.75,71.0,4.0
155.11,2025-04-01,cambio_abrupto,-0.5371900826446281,56.0,121.0
155.11,2025-04-01,robust_z,37.096991771212736,56.0,121.0
155.3,2025-04-01,cambio_abrupto,-0.6802721088435374,47.0,147.0
155.4.1,2025-04-01,cambio_abrupto,-0.5416666666666666,44.0,96.0
155.5,2025-04-01,cambio_abrupto,-1.0,0.0,1.0
155.6,2025-04-01,cambio_abrupto,-0.6264591439688716,96.0,257.0
156.6963.4,2025-04-01,cambio_abrupto,-0.5697211155378487,324.0,753.0
157.5,2025-04-01,cambio_abrupto,-0.6440677966101694,21.0,59.0
158.12,2025-04-01,cambio_abrupto,-0.6029723991507431,187.0,471.0
158.17.2145,2025-04-01,cambio_abrupto,-0.5964912280701754,161.0,399.0
158.2145.5,2025-04-01,cambio_abrupto,-0.7619047619047619,10.0,42.0
159.1.2,2025-04-01,cambio_abrupto,-0.6126760563380281,55.0,142.0
159.2133.3,2025-04-01,cambio_abrupto,-0.5467289719626168,194.0,428.0
159.3,2025-04-01,cambio_abrupto,-0.5423728813559322,81.0,177.0
159.5.959.3,2025-04-01,cambio_abrupto,-0.75,41.0,164.0
159.6.3,2025-04-01,cambio_abrupto,-0.5478260869565217,52.0,115.0
159.959.2.30,2025-04-01,cambio_abrupto,-1.0,0.0,1.0
16.2,2025-04-01,cambio_abrupto,3.3333333333333335,26.0,6.0
16.2,2025-04-01,robust_z,9.442870632672333,26.0,6.0
160.13.1,2025-04-01,cambio_abrupto,-0.5901060070671378,116.0,283.0
160.16.1.6924,2025-04-01,robust_z,12.729972204319074,3220.0,3890.0
160.6.7,2025-04-01,cambio_abrupto,-0.6302521008403361,88.0,238.0
161.12.967,2025-04-01,cambio_abrupto,-0.9802631578947368,3.0,152.0
161.2..98,2025-04-01,cambio_abrupto,-0.7777777777777778,4.0,18.0
161.3805,2025-04-01,cambio_abrupto,-0.5035335689045937,281.0,566.0
161.3808,2025-04-01,cambio_abrupto,-0.6461538461538462,230.0,650.0
161.3810,2025-04-01,cambio_abrupto,-0.5140845070422535,69.0,142.0
161.3814.6,2025-04-01,cambio_abrupto,-0.8120300751879699,100.0,532.0
161.3815,2025-04-01,cambio_abrupto,-0.634375,117.0,320.0
161.3819,2025-04-01,cambio_abrupto,-0.6055045871559633,43.0,109.0
161.3823,2025-04-01,robust_z,12.140833670578713,240.0,157.0
161.3824,2025-04-01,cambio_abrupto,-1.0,0.0,2.0
161.3826,2025-04-01,cambio_abrupto,-0.6897689768976898,94.0,303.0
161.3827,2025-04-01,cambio_abrupto,-0.7203389830508474,66.0,236.0
161.3828,2025-04-01,cambio_abrupto,-0.6111111111111112,7.0,18.0
161.3832,2025-04-01,cambio_abrupto,-0.5222222222222223,43.0,90.0
161.6633.2.3,2025-04-01,cambio_abrupto,-0.5915151515151515,337.0,825.0
161.9.1,2025-04-01,cambio_abrupto,-0.6586538461538461,71.0,208.0
162.1,2025-04-01,cambio_abrupto,-0.5,225.0,450.0
162.1075.2,2025-04-01,cambio_abrupto,-0.6694214876033058,40.0,121.0
162.12.2,2025-04-01,cambio_abrupto,-0.6071428571428571,77.0,196.0
162.18.1,2025-04-01,cambio_abrupto,-0.5476190476190477,95.0,210.0
162.1854.7,2025-04-01,cambio_abrupto,-0.5176470588235295,123.0,255.0
162.1856.4,2025-04-01,cambio_abrupto,-0.6,52.0,130.0
163.1,2025-04-01,cambio_abrupto,-1.0,0.0,1.0
163.1.1,2025-04-01,cambio_abrupto,-0.5032894736842105,151.0,304.0
163.11.976.8,2025-04-01,cambio_abrupto,-0.5,4.0,8.0
163.16.1,2025-04-01,cambio_abrupto,-0.6056338028169014,56.0,142.0
163.3.3,2025-04-01,cambio_abrupto,-0.5775401069518716,79.0,187.0
163.4,2025-04-01,cambio_abrupto,-0.56047197640118,149.0,339.0
163.6,2025-04-01,cambio_abrupto,-0.631768953068592,102.0,277.0
163.794,2025-04-01,cambio_abrupto,-1.0,0.0,337.0
164.1.1,2025-04-01,robust_z,5.901794145420208,27.0,31.0
164.1.4,2025-04-01,cambio_abrupto,-0.5957446808510638,19.0,47.0
164.13,2025-04-01,cambio_abrupto,-0.507177033492823,103.0,209.0
164.8.1054.8,2025-04-01,cambio_abrupto,-0.5595854922279793,85.0,193.0
165.1,2025-04-01,cambio_abrupto,-0.6197183098591549,81.0,213.0
165.14,2025-04-01,cambio_abrupto,-0.6335078534031413,70.0,191.0
165.14.760.8,2025-04-01,cambio_abrupto,-0.5263157894736842,36.0,76.0
165.1840.3,2025-04-01,cambio_abrupto,-0.7687861271676301,80.0,346.0
165.1840.5,2025-04-01,cambio_abrupto,-0.6896551724137931,36.0,116.0
165.4.6659.7,2025-04-01,cambio_abrupto,-0.5618661257606491,432.0,986.0
165.5,2025-04-01,cambio_abrupto,-1.0,0.0,5.0
165.6,2025-04-01,cambio_abrupto,-0.5416666666666666,55.0,120.0
165.759.9,2025-04-01,cambio_abrupto,-0.5728155339805825,132.0,309.0
166.2,2025-04-01,cambio_abrupto,-0.6103896103896104,60.0,154.0
166.5.2,2025-04-01,cambio_abrupto,-1.0,0.0,1.0
166.8,2025-04-01,cambio_abrupto,-0.515625,31.0,64.0
167.10,2025-04-01,cambio_abrupto,-0.6898395721925134,58.0,187.0
167.17,2025-04-01,robust_z,-12.815324430055309,16.0,15.0
167.18,2025-04-01,cambio_abrupto,-0.6,72.0,180.0
167.2,2025-04-01,cambio_abrupto,-0.5413793103448276,266.0,580.0
167.3,2025-04-01,cambio_abrupto,-0.5915841584158416,165.0,404.0
167.6,2025-04-01,cambio_abrupto,-0.5254237288135594,84.0,177.0
167.741.1,2025-04-01,robust_z,13.612449873073103,308.0,364.0
167.8,2025-04-01,cambio_abrupto,-0.5,78.0,156.0
167.9,2025-04-01,cambio_abrupto,-0.5163511187607573,281.0,581.0
168.1006,2025-04-01,cambio_abrupto,-0.511326860841424,151.0,309.0
168.6.1020.5,2025-04-01,cambio_abrupto,-0.5620111731843576,392.0,895.0
169.14,2025-04-01,cambio_abrupto,-0.6391437308868502,118.0,327.0
169.8.1,2025-04-01,cambio_abrupto,-0.5,1.0,2.0
171.10,2025-04-01,cambio_abrupto,-0.5283018867924528,75.0,159.0
171.10.2432.5,2025-04-01,cambio_abrupto,-0.7058823529411765,5.0,17.0
171.2.2,2025-04-01,cambio_abrupto,-0.5306122448979592,69.0,147.0
171.5,2025-04-01,cambio_abrupto,-0.8426966292134831,56.0,356.0
171.9,2025-04-01,cambio_abrupto,-0.8888888888888888,1.0,9.0
171.938.6,2025-04-01,cambio_abrupto,-0.6666666666666666,3.0,9.0
171.938.7,2025-04-01,cambio_abrupto,10.166666666666666,67.0,6.0
172.606.5.15,2025-04-01,cambio_abrupto,-0.8818897637795275,15.0,127.0
173.1.3,2025-04-01,cambio_abrupto,-0.5510204081632653,66.0,147.0
173.2.1.598,2025-04-01,cambio_abrupto,2.2782608695652176,377.0,115.0
173.2.1.598,2025-04-01,robust_z,6.359484303636469,377.0,115.0
173.2403.1.10,2025-04-01,robust_z,-4.2765584324260715,140.0,173.0
173.9,2025-04-01,cambio_abrupto,-0.5619834710743802,106.0,242.0
174.6,2025-04-01,cambio_abrupto,-0.6585365853658537,98.0,287.0
175.13,2025-04-01,cambio_abrupto,-0.7687074829931972,34.0,147.0
175.14.1,2025-04-01,cambio_abrupto,-0.5063897763578274,309.0,626.0
175.15,2025-04-01,cambio_abrupto,-0.5619834710743802,53.0,121.0
175.17,2025-04-01,cambio_abrupto,3.0526315789473686,77.0,19.0
175.3,2025-04-01,cambio_abrupto,-0.5421686746987951,76.0,166.0
175.3.2,2025-04-01,cambio_abrupto,-0.5333333333333333,77.0,165.0
175.6,2025-04-01,cambio_abrupto,-0.7181208053691275,168.0,596.0
175.9,2025-04-01,cambio_abrupto,-0.6787330316742082,71.0,221.0
176.14,2025-04-01,cambio_abrupto,-0.5581395348837209,114.0,258.0
176.20,2025-04-01,robust_z,7.666711632717299,237.0,290.0
177.11,2025-04-01,cambio_abrupto,-0.6426332288401254,114.0,319.0
177.2,2025-04-01,cambio_abrupto,-0.5294117647058824,48.0,102.0
177.4,2025-04-01,cambio_abrupto,-0.6833667334669339,158.0,499.0
177.9,2025-04-01,cambio_abrupto,-0.5763546798029556,86.0,203.0
178.3,2025-04-01,cambio_abrupto,-0.5981012658227848,127.0,316.0
178.559.1,2025-04-01,cambio_abrupto,-1.0,0.0,5.0
178.7.1,2025-04-01,cambio_abrupto,-0.5645161290322581,297.0,682.0
179.1,2025-04-01,cambio_abrupto,-0.5518394648829431,134.0,299.0
179.13.1.9324,2025-04-01,cambio_abrupto,-0.8666666666666667,2.0,15.0
179.2.1,2025-04-01,cambio_abrupto,-0.7192982456140351,16.0,57.0
179.6.3,2025-04-01,cambio_abrupto,-0.7671232876712328,119.0,511.0
18.4.1,2025-04-01,cambio_abrupto,-0.7058823529411765,55.0,187.0
18.5.3,2025-04-01,cambio_abrupto,-0.5665236051502146,101.0,233.0
180...9415,2025-04-01,cambio_abrupto,-0.6285460992907801,419.0,1128.0
180.10,2025-04-01,cambio_abrupto,-0.5104895104895105,70.0,143.0
180.13,2025-04-01,cambio_abrupto,-0.5211640211640212,181.0,378.0
180.2,2025-04-01,cambio_abrupto,-0.5543478260869565,82.0,184.0
180.2178,2025-04-01,cambio_abrupto,-0.7705479452054794,67.0,292.0
180.5.640,2025-04-01,cambio_abrupto,-0.6489122280570142,468.0,1333.0
181.13.1,2025-04-01,cambio_abrupto,-1.0,0.0,14.0
181.2.1,2025-04-01,cambio_abrupto,-0.6571428571428571,180.0,525.0
181.3,2025-04-01,cambio_abrupto,-0.6176470588235294,104.0,272.0
181.5,2025-04-01,robust_z,4.680139963715151,197.0,100.0
181.8.2,2025-04-01,cambio_abrupto,-0.8125,6.0,32.0
181.838.5,2025-04-01,cambio_abrupto,-0.6588235294117647,87.0,255.0
182.16,2025-04-01,cambio_abrupto,-0.5584415584415584,68.0,154.0
182.18,2025-04-01,cambio_abrupto,-0.5608974358974359,274.0,624.0
182.24,2025-04-01,cambio_abrupto,-0.7808988764044944,39.0,178.0
182.4,2025-04-01,cambio_abrupto,-1.0,0.0,1.0
182.6.1,2025-04-01,cambio_abrupto,-0.5952380952380952,153.0,378.0
183...9465,2025-04-01,cambio_abrupto,-0.6486486486486487,13.0,37.0
183.1.1,2025-04-01,cambio_abrupto,-0.5362318840579711,32.0,69.0
183.1.1.1,2025-04-01,cambio_abrupto,-0.5230263157894737,145.0,304.0
183.15,2025-04-01,cambio_abrupto,-0.5361702127659574,109.0,235.0
183.1915.5,2025-04-01,cambio_abrupto,-0.5873493975903614,137.0,332.0
183.1917.1,2025-04-01,cambio_abrupto,-0.5,4.0,8.0
183.1917.2,2025-04-01,cambio_abrupto,11.0,24.0,2.0
183.7,2025-04-01,cambio_abrupto,-1.0,0.0,1.0
184.10..1836,2025-04-01,cambio_abrupto,-0.7619047619047619,10.0,42.0
184.1834.8,2025-04-01,cambio_abrupto,-0.7170418006430869,176.0,622.0
184.5,2025-04-01,cambio_abrupto,-0.983957219251337,6.0,374.0
185.1.3,2025-04-01,cambio_abrupto,-0.9655172413793104,1.0,29.0
185.12,2025-04-01,cambio_abrupto,-0.5044510385756676,167.0,337.0
185.9.7,2025-04-01,cambio_abrupto,-0.5267558528428093,283.0,598.0
186.1,2025-04-01,cambio_abrupto,-0.5870967741935483,128.0,310.0
186.7,2025-04-01,cambio_abrupto,-0.5051546391752577,48.0,97.0
186.7102,2025-04-01,robust_z,41.941061771090105,695.0,1251.0
187.1,2025-04-01,robust_z,5.100836368541751,121.0,121.0
187.10.3,2025-04-01,cambio_abrupto,-0.5692640692640693,199.0,462.0
187.10.9779,2025-04-01,cambio_abrupto,-0.7590361445783133,20.0,83.0
187.3,2025-04-01,cambio_abrupto,-0.62882096069869,85.0,229.0
187.9.1,2025-04-01,cambio_abrupto,-0.9509803921568627,10.0,204.0
188.1,2025-04-01,cambio_abrupto,-1.0,0.0,1.0
188.14,2025-04-01,cambio_abrupto,-0.6035714285714285,111.0,280.0
188.1581.1,2025-04-01,cambio_abrupto,-0.5678233438485805,137.0,317.0
188.18.1,2025-04-01,cambio_abrupto,-0.5638766519823789,99.0,227.0
188.2,2025-04-01,cambio_abrupto,-0.5666666666666667,182.0,420.0
188.3,2025-04-01,cambio_abrupto,-0.5333333333333333,28.0,60.0
188.3,2025-04-01,robust_z,10.342191645307793,28.0,60.0
189.716,2025-04-01,cambio_abrupto,-0.5775401069518716,158.0,374.0
19.3053.5,2025-04-01,robust_z,4.384189936597869,8.0,7.0
19.6.2985,2025-04-01,cambio_abrupto,-0.5058365758754864,127.0,257.0
19.7,2025-04-01,cambio_abrupto,6.5,30.0,4.0
19.8..2983,2025-04-01,cambio_abrupto,-0.5555555555555556,4.0,9.0
190.1.1,2025-04-01,cambio_abrupto,-0.5462184873949579,108.0,238.0
190.1.713.9,2025-04-01,cambio_abrupto,-1.0,0.0,1.0
190.2,2025-04-01,cambio_abrupto,-0.5793650793650794,106.0,252.0
190.5,2025-04-01,cambio_abrupto,-0.5194805194805194,74.0,154.0
190.9,2025-04-01,cambio_abrupto,-0.508695652173913,113.0,230.0
192.15.1.306,2025-04-01,robust_z,10.623229461756374,70.0,57.0
192.22,2025-04-01,cambio_abrupto,-1.0,0.0,114.0
192.25,2025-04-01,cambio_abrupto,-0.5646551724137931,101.0,232.0
192.4,2025-04-01,cambio_abrupto,-0.6363636363636364,4.0,11.0
192.6,2025-04-01,cambio_abrupto,-0.5913978494623656,114.0,279.0
193.1.293,2025-04-01,cambio_abrupto,-0.5573770491803278,108.0,244.0
193.14,2025-04-01,cambio_abrupto,-0.5768115942028985,146.0,345.0
193.20.21.303,2025-04-01,cambio_abrupto,-0.5633074935400517,169.0,387.0
194.9789,2025-04-01,cambio_abrupto,-0.6745164003364171,387.0,1189.0
195.14..9021,2025-04-01,cambio_abrupto,-0.5991735537190083,97.0,242.0
195.23.1,2025-04-01,cambio_abrupto,-1.0,0.0,8.0
195.24,2025-04-01,cambio_abrupto,-0.9044585987261147,15.0,157.0
195.26.1.338,2025-04-01,cambio_abrupto,-0.6523668639053254,235.0,676.0
195.26.3,2025-04-01,cambio_abrupto,-0.7446808510638298,24.0,94.0
196.1.1,2025-04-01,cambio_abrupto,-0.5387323943661971,131.0,284.0
196.2193.1.5,2025-04-01,cambio_abrupto,-0.9104477611940298,30.0,335.0
196.3.2,2025-04-01,cambio_abrupto,-0.551948051948052,69.0,154.0
196.3.3,2025-04-01,cambio_abrupto,-0.5023696682464455,105.0,211.0
196.555.3,2025-04-01,cambio_abrupto,-1.0,0.0,15.0
196.6,2025-04-01,cambio_abrupto,-0.5227272727272727,84.0,176.0
196.7.2,2025-04-01,cambio_abrupto,-0.5190839694656488,126.0,262.0
196.9,2025-04-01,cambio_abrupto,-0.5173745173745173,125.0,259.0
197.10,2025-04-01,cambio_abrupto,-0.5267175572519084,186.0,393.0
197.11.1,2025-04-01,cambio_abrupto,-0.6245059288537549,95.0,253.0
197.12,2025-04-01,cambio_abrupto,-0.6409090909090909,79.0,220.0
197.3.1,2025-04-01,cambio_abrupto,-0.5909090909090909,9.0,22.0
197.5,2025-04-01,cambio_abrupto,-0.5732217573221757,102.0,239.0
197.9,2025-04-01,cambio_abrupto,-0.7134986225895317,104.0,363.0
198.1.1,2025-04-01,cambio_abrupto,-0.5951557093425606,117.0,289.0
198.11,2025-04-01,cambio_abrupto,-0.6603970741901777,325.0,957.0
198.13.2,2025-04-01,cambio_abrupto,-0.639344262295082,66.0,183.0
198.13.3,2025-04-01,cambio_abrupto,-0.7486338797814208,46.0,183.0
198.13.4,2025-04-01,cambio_abrupto,-0.53125,120.0,256.0
198.14,2025-04-01,cambio_abrupto,-0.5408695652173913,264.0,575.0
198.15,2025-04-01,robust_z,9.218040379513468,35.0,15.0
198.2183.5,2025-04-01,cambio_abrupto,-0.5810276679841897,212.0,506.0
198.4..540,2025-04-01,cambio_abrupto,-0.5641891891891891,258.0,592.0
198.6,2025-04-01,cambio_abrupto,-0.6016949152542372,94.0,236.0
199.12,2025-04-01,cambio_abrupto,-0.6005665722379604,141.0,353.0
199.14.1,2025-04-01,robust_z,29.67759341697019,52.0,68.0
199.4,2025-04-01,cambio_abrupto,-0.5142857142857142,136.0,280.0
199.8,2025-04-01,cambio_abrupto,-0.6997455470737913,118.0,393.0
199.9.2100,2025-04-01,cambio_abrupto,-0.5698924731182796,80.0,186.0
20.3056.5,2025-04-01,cambio_abrupto,-1.0,0.0,1.0
200.13,2025-04-01,cambio_abrupto,-0.5422535211267606,130.0,284.0
200.1926.9,2025-04-01,cambio_abrupto,-0.5794621026894865,172.0,409.0
200.2,2025-04-01,cambio_abrupto,-0.6210131332082551,202.0,533.0
200.21,2025-04-01,cambio_abrupto,-0.512987012987013,150.0,308.0
200.9,2025-04-01,robust_z,4.364351973083851,191.0,83.0
201..1934.2,2025-04-01,cambio_abrupto,-0.5736842105263158,81.0,190.0
201.1,2025-04-01,cambio_abrupto,-0.5877192982456141,188.0,456.0
201.11,2025-04-01,cambio_abrupto,-0.6073298429319371,75.0,191.0
201.12,2025-04-01,cambio_abrupto,-0.6855123674911661,89.0,283.0
201.1928.8,2025-04-01,cambio_abrupto,-0.9130434782608695,16.0,184.0
201.1945.5,2025-04-01,cambio_abrupto,-0.6056338028169014,140.0,355.0
201.3,2025-04-01,cambio_abrupto,-0.65,126.0,360.0
201.4.2.1934,2025-04-01,cambio_abrupto,-0.7666666666666667,21.0,90.0
201.6,2025-04-01,cambio_abrupto,-0.5258215962441315,101.0,213.0
201.9.1.9035,2025-04-01,cambio_abrupto,-0.5893333333333334,154.0,375.0
202.16,2025-04-01,cambio_abrupto,-0.6296791443850267,277.0,748.0
202.17,2025-04-01,cambio_abrupto,-0.5866666666666667,93.0,225.0
202.4,2025-04-01,cambio_abrupto,-0.6020066889632107,119.0,299.0
202.5,2025-04-01,cambio_abrupto,-0.5915492957746479,87.0,213.0
203.11.1,2025-04-01,cambio_abrupto,-0.6057441253263708,151.0,383.0
203.14.1,2025-04-01,cambio_abrupto,-1.0,0.0,4.0
203.14.1804.2,2025-04-01,cambio_abrupto,-0.5981308411214953,86.0,214.0
203.15,2025-04-01,cambio_abrupto,-0.5268542199488491,185.0,391.0
203.16,2025-04-01,cambio_abrupto,-0.5238095238095238,190.0,399.0
203.20,2025-04-01,cambio_abrupto,-0.5866388308977035,198.0,479.0
203.2098.10,2025-04-01,cambio_abrupto,11.666666666666666,38.0,3.0
203.21.400,2025-04-01,cambio_abrupto,-0.6262626262626263,37.0,99.0
203.24,2025-04-01,cambio_abrupto,-0.5414937759336099,221.0,482.0
203.3,2025-04-01,cambio_abrupto,-0.5473684210526316,43.0,95.0
203.8,2025-04-01,cambio_abrupto,-0.5494186046511628,155.0,344.0
204.11,2025-04-01,cambio_abrupto,3.875,39.0,8.0
204.13.1,2025-04-01,cambio_abrupto,-1.0,0.0,16.0
204.18..9203,2025-04-01,cambio_abrupto,-0.5314285714285715,246.0,525.0
204.1821,2025-04-01,cambio_abrupto,-0.5872756933115824,253.0,613.0
204.2.3,2025-04-01,cambio_abrupto,-0.5207956600361664,265.0,553.0
204.20,2025-04-01,cambio_abrupto,-0.6451612903225806,99.0,279.0
204.21,2025-04-01,cambio_abrupto,-0.515695067264574,108.0,223.0
204.22,2025-04-01,cambio_abrupto,-0.6085271317829457,202.0,516.0
204.27,2025-04-01,cambio_abrupto,-0.6175115207373272,83.0,217.0
205.10.1,2025-04-01,cambio_abrupto,-1.0,0.0,4.0
205.12,2025-04-01,cambio_abrupto,-0.5035211267605634,141.0,284.0
205.22,2025-04-01,cambio_abrupto,-0.5186170212765957,181.0,376.0
206.11,2025-04-01,cambio_abrupto,-0.7117224880382775,241.0,836.0
206.12,2025-04-01,cambio_abrupto,-0.5044052863436124,225.0,454.0
206.14,2025-04-01,cambio_abrupto,-0.5213675213675214,168.0,351.0
206.429.4,2025-04-01,cambio_abrupto,2.0,3.0,1.0
206.5,2025-04-01,cambio_abrupto,-0.5223367697594502,139.0,291.0
207.14,2025-04-01,cambio_abrupto,-0.5,71.0,142.0
207.2,2025-04-01,cambio_abrupto,-0.55893536121673,232.0,526.0
207.5,2025-04-01,cambio_abrupto,-0.5945017182130584,118.0,291.0
207.9,2025-04-01,cambio_abrupto,-0.5420875420875421,136.0,297.0
208.14.1,2025-04-01,cambio_abrupto,-0.5376106194690266,209.0,452.0
208.1505.6,2025-04-01,cambio_abrupto,-0.6190476190476191,72.0,189.0
208.1510.3,2025-04-01,cambio_abrupto,-0.7936046511627907,71.0,344.0
208.1512,2025-04-01,robust_z,10.324897010449419,114.0,146.0
208.16.1,2025-04-01,cambio_abrupto,-0.6778523489932886,48.0,149.0
208.17.442,2025-04-01,cambio_abrupto,-0.5772870662460567,134.0,317.0
208.20,2025-04-01,robust_z,10.072395341517154,448.0,527.0
208.6950.1,2025-04-01,cambio_abrupto,-1.0,0.0,127.0
208.6950.1,2025-04-01,robust_z,-6.632492468186519,0.0,127.0
208.9.1,2025-04-01,cambio_abrupto,-0.6190476190476191,32.0,84.0
21,2025-04-01,cambio_abrupto,-0.9414634146341463,12.0,205.0
21.8,2025-04-01,cambio_abrupto,-0.558303886925795,125.0,283.0
211.15,2025-04-01,cambio_abrupto,-0.6839622641509434,67.0,212.0
211.275,2025-04-01,cambio_abrupto,-0.862876254180602,41.0,299.0
211.281.6,2025-04-01,cambio_abrupto,-0.5449101796407185,152.0,334.0
212.10,2025-04-01,cambio_abrupto,-0.6884210526315789,148.0,475.0
212.13,2025-04-01,cambio_abrupto,-0.7593073593073593,278.0,1155.0
212.15,2025-04-01,robust_z,7.4193983542425475,17.0,19.0
212.4,2025-04-01,cambio_abrupto,-0.5328083989501312,178.0,381.0
212.4.1,2025-04-01,cambio_abrupto,-0.5097276264591439,630.0,1285.0
212.8,2025-04-01,cambio_abrupto,-0.6008230452674898,97.0,243.0
213.1.318,2025-04-01,cambio_abrupto,-0.5189003436426117,140.0,291.0
213.10.261,2025-04-01,cambio_abrupto,-0.5164113785557987,221.0,457.0
213.13.267,2025-04-01,cambio_abrupto,-0.9787234042553191,1.0,47.0
213.14,2025-04-01,cambio_abrupto,-0.5397489539748954,220.0,478.0
213.19,2025-04-01,cambio_abrupto,-0.5379310344827586,201.0,435.0
213.19.267.3,2025-04-01,cambio_abrupto,-0.5186335403726708,155.0,322.0
213.2422.3,2025-04-01,cambio_abrupto,17.5,37.0,2.0
213.265.2,2025-04-01,cambio_abrupto,-0.5174129353233831,97.0,201.0
213.268.1,2025-04-01,cambio_abrupto,-0.5397727272727273,81.0,176.0
213.3,2025-04-01,cambio_abrupto,-0.85,6.0,40.0
213.318.1,2025-04-01,cambio_abrupto,-0.5348837209302325,60.0,129.0
213.6,2025-04-01,cambio_abrupto,-0.5764192139737991,97.0,229.0
214.1,2025-04-01,cambio_abrupto,-0.5877659574468085,155.0,376.0
214.13,2025-04-01,cambio_abrupto,-0.5491329479768786,78.0,173.0
214.17,2025-04-01,cambio_abrupto,-0.5412667946257198,239.0,521.0
214.19,2025-04-01,cambio_abrupto,-0.5066964285714286,221.0,448.0
214.20,2025-04-01,cambio_abrupto,-0.5555555555555556,4.0,9.0
214.23,2025-04-01,cambio_abrupto,-0.5,108.0,216.0
214.2418.1.10,2025-04-01,cambio_abrupto,-0.5268817204301075,176.0,372.0
